keyword,domain,url,search_engine,llm_model,pre_rank,post_rank,rank_delta,T1_statistical_density_code,T2_question_heading_code,T3_structured_data_code,T4_citation_authority_code,T1_statistical_density_llm,T2_question_heading_llm,T3_structured_data_llm,T4_citation_authority_llm,X1_domain_authority,X1_global_rank,X2_domain_age_years,X3_word_count,X4_lcp_ms,X6_readability,X7_internal_links,X7B_outbound_links,X8_keyword_difficulty,X9_images_with_alt,X10_https
field service management software,arrivy.com,https://www.arrivy.com/field-service-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,1.5,1.0,0.0,0.0,6.021,0.0,0.0,0.0,3.29,2186415.0,9.1,998.0,,14.34,131.0,7.0,4.13,72.0,1.0
field service management software,fieldpoint.net,https://fieldpoint.net/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,3151985.0,27.5,993.0,,11.76,110.0,7.0,4.13,24.0,1.0
field service management software,sap.com,https://www.sap.com/products/scm/field-service-management.html,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.13,,1.0
field service management software,fieldpulse.com,https://www.fieldpulse.com,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,5,5.0,1.61,1.0,0.0,0.0,0.065,1.0,0.0,0.0,3.23,2605500.0,16.4,620.0,,10.87,82.0,12.0,4.13,79.0,1.0
field service management software,innosoft.de,https://www.innosoft.de/en/field-service-management-2/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.51,7056206.0,,931.0,,15.28,55.0,5.0,4.13,2.0,1.0
field service management software,salesforce.com,https://www.salesforce.com/service/field-service-management/software/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,7,-6.0,0.2,1.0,0.0,0.0,10.0,1.0,1.0,0.0,6.66,189.0,27.2,5018.0,,14.19,542.0,32.0,4.13,17.0,1.0
field service management software,microsoft.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,,,,,,,,,,,,,,,,,4.13,,
proposal software,pandadoc.com,https://www.pandadoc.com/proposal-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,2.51,1.0,0.0,1.0,10.34,1.0,0.0,1.0,4.91,8961.0,12.9,2193.0,,13.06,314.0,10.0,3.83,30.0,1.0
proposal software,proposify.com,https://www.proposify.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,1.12,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.58,34053.0,13.3,1789.0,,11.19,125.0,18.0,3.83,113.0,1.0
proposal software,getaccept.com,https://www.getaccept.com/blog/proposal-software,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,3,-2.0,1.35,1.0,0.0,0.0,23.4,1.0,1.0,0.0,4.24,332951.0,11.3,6309.0,,11.59,93.0,59.0,3.83,48.0,1.0
proposal software,betterproposals.io,https://betterproposals.io/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,4,0.0,1.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.54,39718.0,9.6,1252.0,,8.72,91.0,5.0,3.83,110.0,1.0
proposal software,uplandsoftware.com,https://uplandsoftware.com/articles/content-automation/top-proposal-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,5,-2.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,82712.0,12.9,2113.0,,13.6,213.0,1.0,3.83,34.0,1.0
proposal software,oneflow.com,https://oneflow.com/blog/best-proposal-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,,,,,,,,,3.76,1206580.0,22.5,,,,,,3.83,,1.0
proposal software,qwilr.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,0.0,1.0,0.0,0.0,6.72,0.0,0.0,0.0,4.2,532512.0,12.7,538.0,,11.93,103.0,3.0,3.83,55.0,1.0
proposal software,conga.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,7.0,1.0,0.0,0.0,6.43,0.0,0.0,0.0,3.87,1156361.0,30.0,1071.0,,15.53,174.0,6.0,3.83,51.0,1.0
proposal software,dealhub.io,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,1.72,1.0,0.0,0.0,0.103,0.0,0.0,0.0,3.83,1168856.0,9.3,872.0,,13.24,206.0,6.0,3.83,130.0,1.0
proposal software,inventiveai.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.6,26.0,,,1.0,5.0,3.83,0.0,1.0
payroll software,paycom.com,https://www.paycom.com/software/payroll/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,1,3.0,0.54,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.6,31539.0,27.5,2759.0,,14.17,509.0,17.0,4.31,15.0,1.0
payroll software,adp.com,https://de.adp.com/ressourcen/hr-themen-wissenswertes/artikel/t/die-beste-gehaltsabrechnungssoftware-und-die-besten-payroll-services-fur-2025.aspx,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,,,,,,,,,5.17,4225.0,34.7,,,,,,4.31,,1.0
payroll software,workday.com,https://www.workday.com/de-de/products/payroll/overview.html,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,5.35,2928.0,24.4,822.0,,12.31,212.0,14.0,4.31,12.0,1.0
payroll software,patriotsoftware.com,https://www.patriotsoftware.com/payroll/software/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,0.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.81,1176980.0,22.6,3293.0,,9.43,114.0,26.0,4.31,20.0,1.0
payroll software,intuit.com,https://quickbooks.intuit.com/payroll/software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,,,,,,,,,5.57,2081.0,32.0,,,,,,4.31,,1.0
payroll software,zalaris.de,https://zalaris.de/managed-services/hr-payroll-loesungen/peoplehub-by-zalaris/payroll-loesung,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,6,0.0,0.0,0.0,0.0,0.0,0.021,1.0,0.0,0.0,2.42,8257760.0,,941.0,,13.84,75.0,9.0,4.31,17.0,1.0
payroll software,datev.de,https://www.datev.de/web/de/unternehmen/loesungen/lohn-und-personal/lohn-und-gehaltsabrechnung/payroll-mit-datev-software,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,7,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,15828.0,,1027.0,,15.05,155.0,17.0,4.31,8.0,1.0
payroll software,hrworks.de,https://www.hrworks.de/produkt/payroll-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,8,-6.0,0.38,0.0,0.0,0.0,12.5,0.0,0.0,0.0,3.34,2043346.0,,1299.0,,11.87,69.0,4.0,4.31,69.0,1.0
payroll software,factorialhr.de,https://factorialhr.de/blog/payroll/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,9,3.0,0.64,0.0,1.0,0.0,12.5,1.0,1.0,1.0,3.41,1661032.0,,1553.0,,10.62,113.0,17.0,4.31,34.0,1.0
payroll software,gusto.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,4.7,20224.0,30.5,,,,,,4.31,,1.0
appointment scheduling software,calendly.com,https://calendly.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,10.34,0.0,0.0,0.0,7.24,0.0,0.0,0.0,6.83,146.0,13.0,387.0,,16.91,143.0,13.0,5.56,37.0,1.0
appointment scheduling software,acuityscheduling.com,https://acuityscheduling.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,2,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,23930.0,19.1,759.0,,17.48,116.0,19.0,5.56,56.0,1.0
appointment scheduling software,setmore.com,https://www.setmore.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,3,0.0,1.16,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.75,16590.0,14.6,1296.0,,8.63,164.0,23.0,5.56,33.0,1.0
appointment scheduling software,appointy.com,https://www.appointy.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,4,0.0,,,,,,,,,4.14,808397.0,19.3,,,,,,5.56,,1.0
appointment scheduling software,squareup.com,https://squareup.com/us/en/appointments,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,5,4.0,2.23,1.0,1.0,0.0,23.33,1.0,1.0,0.0,6.36,308.0,18.7,1790.0,,10.93,392.0,10.0,5.56,0.0,1.0
appointment scheduling software,google.com,https://workspace.google.com/resources/appointment-scheduling/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,6,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,4.0,28.4,984.0,,13.57,372.0,23.0,5.56,72.0,1.0
appointment scheduling software,youcanbook.me,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,1.82,0.0,0.0,0.0,6.55,0.0,0.0,0.0,4.36,107000.0,16.2,549.0,,11.92,116.0,20.0,5.56,45.0,1.0
appointment scheduling software,bigcontacts.com,https://www.bigcontacts.com/blog/best-appointment-scheduling-softwares/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,8,3.0,0.96,1.0,1.0,0.0,23.0,1.0,1.0,0.0,3.56,1501729.0,20.2,4691.0,,11.6,130.0,32.0,5.56,39.0,1.0
appointment scheduling software,zapier.com,https://zapier.com/blog/best-appointment-scheduling-apps/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,9,-4.0,1.16,1.0,0.0,0.0,23.42,1.0,1.0,0.0,6.23,378.0,14.3,3876.0,,12.78,286.0,22.0,5.56,34.0,1.0
appointment scheduling software,square.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,18.97,0.0,0.0,0.0,6.15,0.0,0.0,0.0,4.74,17155.0,31.7,975.0,,8.94,349.0,22.0,5.56,9.0,1.0
customer feedback software,canny.io,https://canny.io/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,1.83,0.0,0.0,0.0,4.59,0.0,1.0,0.0,3.91,1137034.0,9.1,1091.0,,17.91,112.0,7.0,4.94,50.0,1.0
customer feedback software,hubspot.de,https://www.hubspot.de/products/service/customer-feedback,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,0.0,0.0,1.0,0.0,0.086,0.0,1.0,0.0,4.45,61995.0,,580.0,,13.11,64.0,32.0,4.94,24.0,1.0
customer feedback software,hubspot.com,https://www.hubspot.com/products/service/customer-feedback,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,3,7.0,0.38,1.0,0.0,0.0,10.5,0.0,0.0,0.0,6.44,265.0,21.0,1332.0,,13.34,84.0,18.0,4.94,37.0,1.0
customer feedback software,zendesk.de,https://www.zendesk.de/service/help-center/customer-feedback-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,0.22,0.0,0.0,0.0,23.55,1.0,0.0,0.0,4.09,1011477.0,,4521.0,,13.7,150.0,103.0,4.94,30.0,1.0
customer feedback software,zendesk.com,https://www.zendesk.com/service/help-center/customer-feedback-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,5,9.0,2.18,1.0,0.0,0.0,10.387,1.0,0.0,0.0,6.37,300.0,20.8,4810.0,,13.3,201.0,69.0,4.94,30.0,1.0
customer feedback software,airfocus.com,https://airfocus.com/blog/best-customer-feedback-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,1.76,1.0,0.0,0.0,10.5,1.0,1.0,5.0,4.75,16144.0,21.6,5385.0,,10.26,118.0,54.0,4.94,86.0,1.0
customer feedback software,famewall.io,https://famewall.io/blog/customer-feedback-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,4.26,1.0,1.0,0.0,23.42,0.0,1.0,1.0,3.52,1527479.0,4.0,3871.0,,10.6,139.0,18.0,4.94,92.0,1.0
customer feedback software,custify.com,https://www.custify.com/blog/best-customer-feedback-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,8,7.0,1.97,1.0,0.0,0.0,23.45,1.0,0.0,2.0,4.04,1017147.0,11.7,5074.0,,13.48,78.0,49.0,4.94,56.0,1.0
customer feedback software,salesforce.com,https://www.salesforce.com/de/service/customer-service-operations/feedback-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,189.0,27.2,1294.0,,13.91,508.0,12.0,4.94,55.0,1.0
customer feedback software,vwo.com,https://vwo.com/blog/customer-feedback-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,10,8.0,1.19,1.0,1.0,0.0,23.42,1.0,1.0,2.0,5.14,4519.0,26.0,4196.0,,13.98,96.0,26.0,4.94,46.0,1.0
live chat software,tawk.to,https://www.tawk.to/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,1.36,1.0,0.0,0.0,4.11,1.0,0.0,0.0,5.65,1870.0,13.6,1469.0,,8.11,192.0,5.0,4.82,9.0,1.0
live chat software,livechat.com,https://www.livechat.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,2.19,0.0,1.0,0.0,12.0,0.0,1.0,0.0,5.14,4588.0,27.0,1601.0,,10.17,111.0,25.0,4.82,145.0,1.0
live chat software,kayako.com,https://kayako.com/blog/customer-service-live-chat/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,3,0.0,2.77,0.0,0.0,0.0,23.41,0.0,1.0,0.0,4.5,48401.0,25.5,4339.0,,13.73,73.0,9.0,4.82,10.0,1.0
live chat software,proprofschat.com,https://www.proprofschat.com/blog/best-live-chat-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,4,5.0,0.95,1.0,1.0,0.0,23.0,1.0,1.0,0.0,3.87,1154941.0,5.6,5238.0,,12.57,155.0,39.0,4.82,9.0,1.0
live chat software,zendesk.de,https://www.zendesk.de/service/messaging/live-chat-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.9,0.0,0.0,0.0,23.0,1.0,0.0,0.0,4.09,1011477.0,,2774.0,,12.86,151.0,44.0,4.82,6.0,1.0
live chat software,zapier.com,https://zapier.com/blog/best-customer-support-chat-apps/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,6,5.0,1.3,1.0,0.0,0.0,10.615,1.0,1.0,0.0,6.23,378.0,14.3,4230.0,,10.55,291.0,20.0,4.82,33.0,1.0
live chat software,lime-technologies.com,https://connect.lime-technologies.com/de/blog/live-chat-software-anbieter/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,7,-6.0,1.54,0.0,0.0,0.0,12.82,1.0,1.0,2.0,4.15,801727.0,8.5,3904.0,,11.32,114.0,20.0,4.82,10.0,1.0
live chat software,chatwoot.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,0.78,0.0,0.0,0.0,2.36,0.0,0.0,1.0,4.21,464668.0,9.3,1279.0,,10.55,29.0,10.0,4.82,45.0,1.0
live chat software,tidio.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,8.94,0.0,0.0,0.0,12.195,0.0,0.0,1.0,5.52,2238.0,20.7,615.0,,10.11,150.0,12.0,4.82,64.0,1.0
live chat software,liveagent.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,,,,,,,,,4.82,,
knowledge base software,knowledgebase.com,https://www.knowledgebase.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,1,2.0,0.0,1.0,0.0,0.0,0.121,1.0,0.0,0.0,4.69,21978.0,28.7,1652.0,,10.9,28.0,32.0,4.72,20.0,1.0
knowledge base software,helpjuice.com,https://helpjuice.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,3.11,1.0,1.0,0.0,10.67,1.0,1.0,0.0,4.22,398174.0,14.8,2249.0,,11.61,90.0,38.0,4.72,111.0,1.0
knowledge base software,slite.com,https://slite.com/learn/open-source-knowledge-bases,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.82,1.0,0.0,0.0,12.5,1.0,0.0,2.0,4.31,225207.0,20.7,4288.0,,12.98,74.0,27.0,4.72,14.0,1.0
knowledge base software,zendesk.com,https://www.zendesk.com/service/help-center/knowledge-base-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,4,5.0,1.46,1.0,0.0,0.0,0.087,1.0,0.0,0.0,6.37,300.0,20.8,1369.0,,13.11,151.0,16.0,4.72,9.0,1.0
knowledge base software,bloomfire.com,https://bloomfire.com/blog/best-knowledge-base-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,1.18,1.0,0.0,0.0,23.44,0.0,1.0,0.0,3.76,1223208.0,16.5,5092.0,,16.08,147.0,11.0,4.72,107.0,1.0
knowledge base software,sprinklr.com,https://www.sprinklr.com/products/customer-service/knowledge-base/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,0.48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.32,3090.0,16.7,2079.0,,19.59,203.0,5.0,4.72,77.0,1.0
knowledge base software,lindy.ai,https://www.lindy.ai/blog/best-knowledge-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,1.43,1.0,1.0,0.0,15.317,1.0,1.0,0.0,4.3,230571.0,6.8,8028.0,,10.91,140.0,35.0,4.72,0.0,1.0
knowledge base software,desk365.io,https://www.desk365.io/blog/best-knowledge-base-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,8,6.0,2.14,1.0,0.0,0.0,10.0,1.0,1.0,0.0,4.24,330207.0,5.5,3965.0,,13.99,187.0,16.0,4.72,124.0,1.0
knowledge base software,helpscout.com,https://www.helpscout.com/blog/knowledge-base-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,9,-7.0,0.9,1.0,0.0,0.0,23.42,1.0,0.0,0.0,5.54,2188.0,16.5,6106.0,,11.55,101.0,41.0,4.72,42.0,1.0
knowledge base software,liveagent.com,https://www.liveagent.com/knowledge-base-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,10,6.0,2.72,1.0,0.0,0.0,23.32,1.0,0.0,0.0,4.46,60453.0,29.5,9009.0,,14.43,110.0,39.0,4.72,77.0,1.0
video conferencing software,zoom.com,https://www.zoom.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,1,2.0,1.64,0.0,0.0,0.0,12.41,0.0,0.0,0.0,5.59,2018.0,26.8,1527.0,,11.64,217.0,98.0,4.45,48.0,1.0
video conferencing software,jitsi.org,https://jitsi.org/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,2,5.0,5.34,1.0,0.0,0.0,0.2857,0.0,0.0,0.0,5.31,3114.0,15.6,281.0,,11.47,24.0,26.0,4.45,10.0,1.0
video conferencing software,trueconf.com,https://trueconf.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,3,5.0,1.51,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.29,239325.0,15.6,5285.0,,15.09,204.0,12.0,4.45,49.0,1.0
video conferencing software,microsoft.com,https://www.microsoft.com/en-us/microsoft-teams/video-conferencing,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,65.0,34.8,28.0,,,103.0,8.0,4.45,0.0,1.0
video conferencing software,ecosero.de,https://www.ecosero.de/videokonferenz?lang=en,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,5,10.0,0.34,0.0,0.0,0.0,10.13,0.0,0.0,0.0,2.39,8791785.0,,2950.0,,13.05,81.0,1.0,4.45,42.0,1.0
video conferencing software,gotomeeting.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,6,,,,,,,,,,5.0,6668.0,22.6,,,,,,4.45,,1.0
video conferencing software,ringcentral.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,6.54,0.0,0.0,0.0,10.28,0.0,0.0,0.0,5.22,3777.0,26.8,1071.0,,16.07,96.0,0.0,4.45,191.0,1.0
video conferencing software,clickmeeting.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,1.44,0.0,0.0,0.0,6.17,0.0,1.0,0.0,4.72,18441.0,20.1,2432.0,,10.76,141.0,13.0,4.45,129.0,1.0
video conferencing software,google.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,,,,,,,,,,,,,,,,,4.45,,
video conferencing software,pion.io,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,17.0,,,0.0,6.0,4.45,0.0,1.0
e-signature software,skribble.com,https://www.skribble.com/de-de/blog/beste-e-signing-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,0.24,0.0,0.0,0.0,12.5,1.0,1.0,0.0,3.18,2704682.0,22.4,2064.0,,11.62,129.0,11.0,4.04,14.0,1.0
e-signature software,docusign.com,https://www.docusign.com/products/electronic-signature,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,2,10.0,5.22,1.0,0.0,0.0,12.65,1.0,0.0,0.0,5.22,3740.0,26.7,1820.0,,14.49,131.0,6.0,4.04,22.0,1.0
e-signature software,adobe.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,3,,,,,,,,,,,,,,,,,,4.04,,
e-signature software,hellosign.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,4,,3.2,1.0,0.0,0.0,12.82,1.0,0.0,0.0,4.65,25036.0,22.0,782.0,,11.57,72.0,20.0,4.04,39.0,1.0
e-signature software,eversign.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,5,,0.59,1.0,0.0,0.0,2.37,1.0,0.0,0.0,3.67,1353232.0,24.2,1687.0,,8.91,77.0,14.0,4.04,42.0,1.0
e-signature software,pandadoc.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,6,,,,,,,,,,,,,,,,,,4.04,,
e-signature software,yousign.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,6.83,0.0,0.0,0.0,6.43,0.0,0.0,0.0,3.84,1165333.0,23.1,293.0,,13.47,81.0,10.0,4.04,35.0,1.0
e-signature software,docuseal.com,https://www.docuseal.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,8,-2.0,0.58,0.0,0.0,0.0,23.94,0.0,0.0,0.0,3.55,1506639.0,12.6,1739.0,,11.6,123.0,9.0,4.04,19.0,1.0
e-signature software,infoniqa.com,https://www.infoniqa.com/post/die-5-besten-e-signatur-anbieter-2025-fuer-hr-teams-im-vergleich,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,9,-1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.19,2693401.0,25.7,,,,132.0,11.0,4.04,2.0,1.0
e-signature software,signnow.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.99,6856.0,24.9,6695.0,,10.64,324.0,30.0,4.04,53.0,1.0
asset management software,invgate.com,https://blog.invgate.com/de/it-asset-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.18,0.0,0.0,0.0,23.45,0.0,1.0,5.0,3.67,1353236.0,21.7,5525.0,,14.29,192.0,71.0,3.82,31.0,1.0
asset management software,planonsoftware.com,https://planonsoftware.com/de/software/real-estate/portfolio-asset-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,0.5,0.0,0.0,0.0,12.0,0.0,1.0,0.0,3.78,1194120.0,20.6,998.0,,14.52,223.0,6.0,3.82,40.0,1.0
asset management software,accruent.com,https://www.accruent.com/resources/knowledge-hub/best-asset-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.31,1.0,1.0,0.0,23.0,1.0,1.0,0.0,3.53,1524140.0,24.5,3277.0,,15.54,294.0,38.0,3.82,51.0,1.0
asset management software,atlassian.com,https://www.atlassian.com/itsm/it-asset-management,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,0.91,1.0,0.0,0.0,0.068,1.0,0.0,1.0,5.97,741.0,24.9,2197.0,,12.27,828.0,4.0,3.82,0.0,1.0
asset management software,usu.com,https://www.usu.com/de/it-asset-management/was-ist-software-asset-management,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.8,1.0,0.0,0.0,12.5,1.0,0.0,1.0,3.78,1193014.0,29.4,3117.0,,11.66,163.0,5.0,3.82,25.0,1.0
asset management software,smartsuite.com,https://www.smartsuite.com/blog/it-asset-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,2.73,1.0,0.0,0.0,0.105,1.0,0.0,0.0,3.65,1373353.0,27.3,5686.0,,12.08,265.0,9.0,3.82,51.0,1.0
asset management software,mfr-deutschland.de,https://www.mfr-deutschland.de/funktionen/asset-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,7,7.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,5778607.0,,777.0,,11.56,27.0,14.0,3.82,76.0,1.0
asset management software,manageengine.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,3.07,0.0,0.0,0.0,0.041,0.0,0.0,0.0,5.01,6435.0,24.0,488.0,,14.8,22.0,0.0,3.82,12.0,1.0
asset management software,assetexplor.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,,,,,,,,,0.0,,,,,,,,3.82,,1.0
asset management software,gartner.com,https://www.gartner.com/reviews/market/enterprise-asset-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,10,-1.0,,,,,,,,,6.17,441.0,31.9,,,,,,3.82,,1.0
fleet management software,fleetio.com,https://www.fleetio.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,,,,,,,,,3.52,1524763.0,14.5,,,,,,3.83,,1.0
fleet management software,geotab.com,https://www.geotab.com/blog/best-fleet-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,1.76,1.0,1.0,1.0,12.5,1.0,1.0,1.0,4.6,31248.0,25.9,2560.0,,17.31,208.0,6.0,3.83,30.0,1.0
fleet management software,simplyfleet.app,https://www.simplyfleet.app/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,3,1.0,1.17,1.0,0.0,0.0,0.235,1.0,1.0,0.0,2.85,4171006.0,,2558.0,,17.66,179.0,17.0,3.83,151.0,1.0
fleet management software,teletracnavman.com,https://www.teletracnavman.com/fleet-management-software/resources/what-is-fleet-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,4,7.0,0.41,1.0,0.0,0.0,12.0,1.0,0.0,0.0,3.57,1496368.0,10.7,1205.0,,14.61,149.0,14.0,3.83,5.0,1.0
fleet management software,avrios.com,https://www.avrios.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,5,12.0,0.64,1.0,0.0,0.0,23.46,1.0,0.0,0.0,3.55,1510036.0,13.0,2346.0,,13.8,172.0,16.0,3.83,3.0,1.0
fleet management software,driveroo.com,https://www.driveroo.com/fleet-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,6,9.0,0.26,1.0,1.0,0.0,0.041,1.0,1.0,0.0,3.98,1029276.0,10.7,1941.0,,14.59,110.0,8.0,3.83,5.0,1.0
